Order ID,Order Date,Year,Month,Month-Year,Customer ID,Customer Name,Region,Category,Product,Quantity,Unit Price ($),Total Amount ($),Payment Method,Status
ORD-2025332,20-04-2025,2025,Apr,2025-04,CUST-1003,Rohan Verma,North,Clothing,Hoodie,1,33.44,33.44,Credit Card,Completed
ORD-2025333,24-02-2025,2025,Feb,2025-02,CUST-1002,Priya Patel,West,Home & Kitchen,Desk Lamp,5,266.34,1331.7,Debit Card,Completed
ORD-2025334,22-09-2025,2025,Sep,2025-09,CUST-1009,Amit Joshi,West,Electronics,Wireless Headphones,3,228.38,685.14,UPI,Completed
ORD-2025335,27-07-2025,2025,Jul,2025-07,CUST-1006,Neha Gupta,East,Clothing,Leather Belt,4,46.17,184.68,UPI,Pending
ORD-2025336,26-07-2025,2025,Jul,2025-07,CUST-1005,Vikram Singh,West,Electronics,Laptop,5,337.75,1688.75,Debit Card,Completed
ORD-2025337,30-09-2025,2025,Sep,2025-09,CUST-1004,Ananya Iyer,South,Home & Kitchen,Ergonomic Chair,5,310.1,1550.5,Net Banking,Cancelled
ORD-2025338,16-12-2025,2025,Dec,2025-12,CUST-1003,Rohan Verma,North,Home & Kitchen,Air Fryer,5,52.08,260.4,Net Banking,Completed
ORD-2025339,16-01-2025,2025,Jan,2025-01,CUST-1004,Ananya Iyer,South,Electronics,4K Monitor,3,1109.41,3328.23,Debit Card,Completed
ORD-2025340,10-08-2025,2025,Aug,2025-08,CUST-1006,Neha Gupta,East,Clothing,Running Shoes,2,61.14,122.28,Debit Card,Completed
ORD-2025341,27-11-2025,2025,Nov,2025-11,CUST-1005,Vikram Singh,West,Electronics,Wireless Headphones,2,1147.42,2294.84,Debit Card,Completed
ORD-2025342,14-03-2025,2025,Mar,2025-03,CUST-1007,Siddharth Rao,South,Electronics,Smartwatch,2,1000.15,2000.3,UPI,Completed
ORD-2025343,18-01-2025,2025,Jan,2025-01,CUST-1003,Rohan Verma,North,Electronics,Smartwatch,2,1046.91,2093.82,Debit Card,Completed
ORD-2025344,27-08-2025,2025,Aug,2025-08,CUST-1005,Vikram Singh,West,Electronics,Smartwatch,3,169.15,507.45,Credit Card,Completed
ORD-2025345,05-09-2025,2025,Sep,2025-09,CUST-1005,Vikram Singh,West,Books & Media,Data Science Handbook,5,31.52,157.6,UPI,Completed
ORD-2025346,14-04-2025,2025,Apr,2025-04,CUST-1001,Aarav Sharma,North,Electronics,Smartphone,4,691.3,2765.2,Debit Card,Completed
ORD-2025347,03-06-2025,2025,Jun,2025-06,CUST-1008,Pooja Mukherjee,East,Clothing,Denim Jacket,2,28.19,56.38,Debit Card,Pending
ORD-2025348,14-08-2025,2025,Aug,2025-08,CUST-1006,Neha Gupta,East,Clothing,Leather Belt,2,49.02,98.04,Debit Card,Completed
ORD-2025349,05-09-2025,2025,Sep,2025-09,CUST-1007,Siddharth Rao,South,Home & Kitchen,Desk Lamp,1,244.28,244.28,UPI,Completed
ORD-2025350,29-04-2025,2025,Apr,2025-04,CUST-1009,Amit Joshi,West,Books & Media,Data Science Handbook,1,30.6,30.6,Credit Card,Pending
